username,date,retweets,favorites,text,geo,mentions,hashtags,id,permalink
Dev__17,10/28/2019 17:13,4,3,यदि बगदादी जिंदा है तो वह जरूर पाकिस्तान में ही होगा। पाकिस्तान ही आतंकियों के लिए सबसे सुरक्षित जगह है। अमेरिका को वहॉं भी एयर स्ट्राइक करना चाहिए। रहमान के ट्वीट का मजाक उड़ाते हुए लोगों ने ऐसे किया उन्हें # troll # BaghdadiKilled # pakistanhttps://hindi.opindia.com/miscellaneous/international/pakistani-leader-rehman-malik-says-he-will-believe-that-baghdadi-is-dead-only-after-isis-confirms-it/ …,,,# # #,1.18879E+18,https://twitter.com/Dev__17/status/1188790963155525633
mark_clinton,10/28/2019 17:12,0,1,Looks like Newsome / Pelosi lit up LA again! Distract. Distract. Distract. @ Anon_decoder @ 55true4u # BaghdadiKilled,,@ @,#,1.18879E+18,https://twitter.com/mark_clinton/status/1188790671345356806
AbhishekDurgCG,10/28/2019 17:11,0,4,एक बार फिर ख़लीफ़ा बग़दादी मारे गए..! वो भी कुत्ते की मौत. # Baghdadi # BaghdadiKilled # BaghdadiDiedLikeADog # Baghdad # US # CrackersWaliDiwali @ rohit_chahal @ sardanarohit @ sudhirchaudhary @ TajinderBagga @ KapilMishra_IND @ RSSorg @ BJP4India @ anjanaomkashyap @ TamrakarAnjay,,@ @ @ @ @ @ @ @ @,# # # # # #,1.18879E+18,https://twitter.com/AbhishekDurgCG/status/1188790341710671872
newsnasha,10/28/2019 17:10,1,3,Top ten न्यूज़ नशा पर दिन भर की 10 बड़ी ख़बरे देखिए | # Newsnasha To watch this complete news,,,,,
mrGhost2_,10/28/2019 17:09,5,5,# Terrorists GOD,,,,,
ssmanian61,10/28/2019 17:09,0,0,Heartfelt condolences... # BaghdadiKilled,,,#,1.18879E+18,https://twitter.com/ssmanian61/status/1188789942438125570
MoveOnLifee,10/28/2019 17:09,0,0,This # BaghdadiKilled looks like an election gimmick to me,,,#,1.18879E+18,https://twitter.com/MoveOnLifee/status/1188789921852473344
iamarjun55,10/28/2019 17:09,0,0,अब लोग बोलेंगे कि ट्रंप चाचा ने दोबारा राष्ट्रपति बनने के लिए बगदादी को रेल दिया और यह idea उसको मोदी ने दिया # BaghdadiKilled,,,#,1.18879E+18,https://twitter.com/iamarjun55/status/1188789867271999488
Imwaheedfaizi,10/28/2019 17:09,0,1,# Afghan Government welcomed the US forces operation that led to the death of ISIS leader Abu Bakr al-Baghdadi. The gov statement says the death of ISIS leader is the biggest blow to this group & terrorism. # BaghdadiKilled @ ARG_AFG @ WhiteHouse @ realDonaldTrump @ StateDeptpic.twitter.com/u3SxKjRkbL,,@ @ @ @,# #,1.18879E+18,https://twitter.com/Imwaheedfaizi/status/1188789811483688961
MsLove2Blog,10/28/2019 17:08,0,0,Who runs @ washingtonpost The tag # WaPoDeathNotices is quite humiliating and they deserve it. # BaghdadiKilled # Baghdadihttps://twitter.com/JerryDunleavy/status/1188479651510935555 …,,@,# # #,1.18879E+18,https://twitter.com/MsLove2Blog/status/1188789748741083138
NewsTalkPD,10/28/2019 17:08,4,4,Kalya Mueller’s parents paise Trump & brave soldiers for raid killing Baghdadi & rebuke Obama saying if in 2015 he had been as decisive as Trump maybe Kayla would be alive today. # BaghdadiKilled # Baghdadi # TrumpDerangementSyndrome # alBaghdadi # KaylaMuellerhttps://www.foxnews.com/world/kayla-muellers-parents-praise-trump-soldiers-for-raid-that-killed-al-baghdadi …,,,# # # # #,1.18879E+18,https://twitter.com/NewsTalkPD/status/1188789617232883712
mahamunji,10/28/2019 17:08,0,6,Terrorists like Lakhvi and Hafiz are in shock in Pak after # BaghdadiKilled,,,#,1.18879E+18,https://twitter.com/mahamunji/status/1188789611620782080
Nishkarsh1108,10/28/2019 17:08,0,0,# Baghdadi की मौत के सबूत किसी ने नहीं मांगे ट्रम्प से ऐसा देश विरोधी कचरा केवल भारत मेँ पाया जाता है. # BaghdadiKilled,,,# #,1.18879E+18,https://twitter.com/Nishkarsh1108/status/1188789579853094918
tervalas,10/28/2019 17:06,0,0,@ realDonaldTrump said Baghdadi died like a dog and cried so many times you just know that isn't how the guy actually went out. # BaghdadiKilled # embellishment,,@,# #,1.18879E+18,https://twitter.com/tervalas/status/1188789164126457856
amitchaudhry1,10/28/2019 17:06,0,0,Hey @ WhiteHouse you desperately need cable ties and some cable management before anything else. # BaghdadiKilled # TrumpBooed # USA # DeltaForce # LockHimUphttps://twitter.com/Scavino45/status/1188451497421561856 …,,@,# # # # #,1.18879E+18,https://twitter.com/amitchaudhry1/status/1188789136561278977
afawk,10/28/2019 17:06,0,0,Does anyone else find it funny that Coward @ realDonaldTrump says that Abu Bakr al-Baghdadi ‘died like a coward’ # CadetBoneSpurs # TraitorTrump # TraitorInChief # TrumpBetrayedOurAllies # TrumpCorruption # Baghdadi # BaghdadiKilled,,@,# # # # # # #,1.18879E+18,https://twitter.com/afawk/status/1188789014066798592
realsgtcabahug,10/28/2019 17:05,0,0,Abu Bakr al-Baghdad died like a dog,,,,,
piyushaggarwa10,10/28/2019 16:58,0,4,Finally Terror leader dead. Is this the end of ISIS or another attacks in coming ? # BaghdadiKilled # UShttps://twitter.com/realDonaldTrump/status/1188491847271931911 …,,,# #,1.18879E+18,https://twitter.com/piyushaggarwa10/status/1188787227792310273
VivekKu900,10/28/2019 16:55,3,44,हमने कुत्ते की तरह मारा है कायर # Bagdadi को - @ realDonaldTrump ,,,,,
AzeezTareq,10/28/2019 16:51,0,0,Whenever some political mileage can be taken,,,,,
Vikramarjuna1,10/28/2019 16:51,2,10,When Osama was killed,,,,,
AbhishekDurgCG,10/28/2019 16:47,0,1,I think ये कान पकड़ के माफ़ी मांग रहे है अपने आदरणीय बगदादी से.... # Baghdadi दिग्गी शर्मिंदा है तेरे कातिल जिन्दा है.... बस यही फीलिंग है इनकी... # BaghdadiDiedLikeADog # BaghdadiKilled # Bagdadi,,,# # # #,1.18878E+18,https://twitter.com/AbhishekDurgCG/status/1188784241091346432
hellishtouch,10/28/2019 16:46,0,3,Baghdadi died like a Dog . Meanwhile,,,,,
sambad_odisha,10/28/2019 16:44,0,4,# ଅଜବ_ଢଙ୍ଗରେ_ସମାଲୋଚନା_କଲେ_ଲୋକେ ବାଗଦାଦୀର ମୃତ୍ୟକୁ ନେଇ ଟ୍ଵିଟରରେ ମଜାଦାର ଟ୍ରେଣ୍ଡ୍‌,,,,,
AbhishekDurgCG,10/28/2019 16:41,0,1,Just wait defiantly surjewala will come and call press conference to show sympathy for terrorist... and his family... # congressmuktbharat # rahulimranbhaibhai # BaghdadiKilled # BaghdadProtests,,,# # # #,1.18878E+18,https://twitter.com/AbhishekDurgCG/status/1188782868085915648
vyassandeep25,10/28/2019 16:40,0,0,# BaghdadiKilled is deserve,,,#,1.18878E+18,https://twitter.com/vyassandeep25/status/1188782702243090432
AbhishekDurgCG,10/28/2019 16:38,1,8,"ओसामा जी"" के बाद उन्होंने दिग्विजय सिंह के ""बगदादी साहब"" को भी मार दिया @ digvijaya_28 @ INCIndia # BaghdadiDiedLikeADog # BaghdadiKilled # congressmuktbharat # Baghdadi # BaghdadProtests @ KapilMishra_IND @ TajinderBagga @ DrKumarVishwas @ rohit_chahal @ sardanarohit @ Vandanag1995""",,@ @ @ @ @ @ @ @,# # # # #,1.18878E+18,https://twitter.com/AbhishekDurgCG/status/1188782082605977601
ravindra1512,10/28/2019 16:37,0,1,@ republic Arnab was so right about @ BDUTT who write articles for @ washingtonpost bcoz they also just corrupt like her. # BaghdadiKilled # WashingtonPostObituaries # FakeNews,,@ @ @,# # #,1.18878E+18,https://twitter.com/ravindra1512/status/1188781819069517827
lohewaliladki,10/28/2019 16:34,0,1,actually,,,,,
warrier_anjana,10/28/2019 16:33,0,0,As a dog lover I take strong objection to @ realDonaldTrump likening # Baghdadi 's death to that of a dog. Pl don't insult who r more loyal than humans # BaghdadiKilled https://www.news18.com/news/world/donald-trump-isis-islamic-state-abu-bakr-al-baghdadi-syria-us-military-raid-2363791.html …,,@,# #,1.18878E+18,https://twitter.com/warrier_anjana/status/1188780852542525441
AbhishekDurgCG,10/28/2019 16:30,0,3,Is Congress and kejriwal planning for any protest as Al-bagdadi killed? Just asking ! @ anuraagmuskaan @ rohit_chahal @ ManojTiwariMP @ sardanarohit @ sudhirchaudhary @ ZeeNews @ aajtak @ anjanaomkashyap # Bagdadi # alBaghdadi # HappyDiwali2019 # congressmuktbharat # Baghdadi # BaghdadiKilled,,@ @ @ @ @ @ @ @,# # # # # #,1.18878E+18,https://twitter.com/AbhishekDurgCG/status/1188780166891261957
zaharako,10/28/2019 16:29,0,2,Imagine if Obama had gotten on the horn with The Ayatollah of Iran to give him a heads up about the Bin Laden op... before telling Congressional GOP. # Baghdadi # BaghdadiKilled # Syria # Russia # Putin # Trump # GOP # alBaghdadi # RussianAsset # PutinsPuppethttps://www.washingtonpost.com/politics/pelosi-says-trump-notified-russians-of-baghdadis-apparent-death-before-telling-congressional-leaders/2019/10/27/d73bf418-f8ce-11e9-8190-6be4deb56e01_story.html …,,,# # # # # # # # # #,1.18878E+18,https://twitter.com/zaharako/status/1188779741395873792
warrier_anjana,10/28/2019 16:28,0,0,A general trait of media everywhere? Put whatever a RW Pres / PM says under cloud.... Now 'doubts' being raised over # Baghdadi killing... # BaghdadiKilled https://www.theguardian.com/world/2019/oct/28/doubts-over-trump-dramatic-account-baghdadi-raid …,,,# #,1.18878E+18,https://twitter.com/warrier_anjana/status/1188779692905467905
Vandanag1995,10/28/2019 16:27,2,25,"Baghdadi died like a dog"" में वो मजा नही जो ""बगदादी कुत्ते की मौत मारा गया"" में है # BaghdadiDiedLikeADog # BaghdadiKilled pic.twitter.com/K2pWundu5w""",,,# #,1.18878E+18,https://twitter.com/Vandanag1995/status/1188779391473446912
RealBlindPirate,10/28/2019 16:26,1,0,# BaghdadiKilled; # WashingtonPost headline; Baghdadi,,,,,
Dnyaneshwar1220,10/28/2019 16:25,0,1,बग़दादी मरा सीरिया में,,,,,
Durgesh2274,10/28/2019 16:18,0,0,यदि बगदादी जिंदा है तो वह जरूर पाकिस्तान में ही होगा। पाकिस्तान ही आतंकियों के लिए सबसे सुरक्षित जगह है। अमेरिका को वहॉं भी एयर स्ट्राइक करना चाहिए। रहमान के ट्वीट का मजाक उड़ाते हुए लोगों ने ऐसे किया उन्हें # troll # BaghdadiKilled # pakistanhttps://hindi.opindia.com/miscellaneous/international/pakistani-leader-rehman-malik-says-he-will-believe-that-baghdadi-is-dead-only-after-isis-confirms-it/ …,,,# # #,1.18878E+18,https://twitter.com/Durgesh2274/status/1188777077476073475
NewsRadio930,10/28/2019 16:11,0,0,# BaghdadiKilled in raid; update from @ LMartinezABC:https://wben.radio.com/media/audio-channel/u-s-forces-take-down-isis-leader-syria-luis-martinez …,,@,#,1.18878E+18,https://twitter.com/NewsRadio930/status/1188775375528181760
GVS_News,10/28/2019 16:10,1,0,One of the most wanted terrorists in the world is now dead,,,,,
JagranNews,10/28/2019 16:09,4,22,जानें मौलवी से आतंकी बने बगदादी ने कितनी की थी शादियां,,,,,
meawwnews,10/28/2019 16:08,3,0,Mission to eliminate Baghdadi was named after hostage who was tortured and raped by the ISIS leader himself # KaylaMueller # BaghdadiKilled # Baghdadi # OperationKayla # Trump # ISISleaderhttps://meaww.com/mission-to-kill-al-baghdadi-named-after-human-rights-worker-kayla-mueller-says-us-nsa …,,,# # # # # #,1.18877E+18,https://twitter.com/meawwnews/status/1188774432040292352
talkspace60,10/28/2019 16:07,0,1,@ realDonaldTrump Morning Mr President we love you # KAG2020 # BaghdadiKilled pic.twitter.com/ZNMQ9bVJ5B,,@,# #,1.18877E+18,https://twitter.com/talkspace60/status/1188774180055080960
westminsterpal,10/28/2019 16:05,0,0,# BaghdadiKilled Is @ jeremycorbyn available for comment or has he declared a day of mourning?,,@,#,1.18877E+18,https://twitter.com/westminsterpal/status/1188773862055518208
time4MAN,10/28/2019 16:04,7,5,PhD in Islamic studies formed Baghdadi-creator of militant ISIS Women studies similarly form militant feminist need to be dealt in same fashion # FeminismIsCancer # BaghdadiDiedLikeADog # BaghdadiKilled,,,# # #,1.18877E+18,https://twitter.com/time4MAN/status/1188773615803613184
Shobhit_Deo,10/28/2019 16:04,0,0,Not Surprised Sir. It was always agenda driven. Tweeples had a media driven/agenda driven ideology. Now that certain someone is dead,,,,,
DenierNyc,10/28/2019 16:03,0,0,"Absolutely. They'd trade pawns"" -- let American # military members die -- for a chance to slime Trump. # Baghdadi # BaghdadiKilled https://twitter.com/hrenee80/status/1188514034804543490 …""",,,# # #,1.18877E+18,https://twitter.com/DenierNyc/status/1188773271765950465
vinayak9514,10/28/2019 16:03,1,1,क्या पुत्रमोह में शिवसेना भी कोंग्रेस के रास्ते पर चल कर अपने पतन के तरफ अग्रसर हो रही है? # prayforsurjeeth # savesurjeeth # PrayforSurjit # SaveSujith # ISIS # MondayMotivation # WeLoveYouWoojin # BaghdadiKilled # GovardhanPuja # annewithane # MondayMorning # LakeShow # mondaythoughts,,,# # # # # # # # # # # # #,1.18877E+18,https://twitter.com/vinayak9514/status/1188773203763593216
Divya_Bhaskar,10/28/2019 16:02,2,40,આ રીતે મરાયો અલ બગદાદી : 8 હેલિકોપ્ટર,,,,,
fpjindia,10/28/2019 16:01,0,0,Trump hails talented military dog who got injured during Baghdadi Op # BaghdadiKilled https://www.freepressjournal.in/world/trump-hails-talented-military-dog-who-got-injured-during-baghdadi-op …,,,#,1.18877E+18,https://twitter.com/fpjindia/status/1188772757003096069
DailyFairs,10/28/2019 16:00,0,1,A big disclosure of Iraqi intelligence a close aide of Baghdadi had told about the hideout of Baghdadi read full article https://www.dailycurrentfairs.com/2019/10/a-big-disclosure-of-iraqi-intelligence.html … # Baghdadi # Bagdadi # Bagdadiy # BaghdadiKilled # BagdadiEulogies # terrorist # terrorism # Terrorists # Syria # USArmy # USA #pic.twitter.com/ITjsyYtvf5,,,# # # # # # # # # # # #pic,1.18877E+18,https://twitter.com/DailyFairs/status/1188772583497449472
OpIndia_in,10/28/2019 16:00,39,76,यदि बगदादी जिंदा है तो वह जरूर पाकिस्तान में ही होगा। पाकिस्तान ही आतंकियों के लिए सबसे सुरक्षित जगह है। अमेरिका को वहॉं भी एयर स्ट्राइक करना चाहिए। रहमान के ट्वीट का मजाक उड़ाते हुए लोगों ने ऐसे किया उन्हें # troll # BaghdadiKilled # pakistanhttps://hindi.opindia.com/miscellaneous/international/pakistani-leader-rehman-malik-says-he-will-believe-that-baghdadi-is-dead-only-after-isis-confirms-it/ …,,,# # #,1.18877E+18,https://twitter.com/OpIndia_in/status/1188772581878292480
